"Notes"	"Month"	"Month Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Nov., 2000"	"2000/11"	"Michigan"	"26"	224	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Minnesota"	"27"	109	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Mississippi"	"28"	61	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Missouri"	"29"	125	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Montana"	"30"	17	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Nebraska"	"31"	38	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Nevada"	"32"	24	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"New Hampshire"	"33"	23	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"New Jersey"	"34"	212	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"New Mexico"	"35"	43	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"New York"	"36"	305	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"North Carolina"	"37"	193	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"North Dakota"	"38"	21	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Ohio"	"39"	318	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Oklahoma"	"40"	87	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Oregon"	"41"	82	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Pennsylvania"	"42"	330	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Rhode Island"	"44"	21	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"South Carolina"	"45"	94	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"South Dakota"	"46"	17	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Tennessee"	"47"	147	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Texas"	"48"	415	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Utah"	"49"	50	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Vermont"	"50"	11	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Virginia"	"51"	129	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Washington"	"53"	124	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"West Virginia"	"54"	72	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	"Wisconsin"	"55"	111	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Alabama"	"01"	102	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Alaska"	"02"	11	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Arizona"	"04"	86	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Arkansas"	"05"	64	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"California"	"06"	583	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Colorado"	"08"	63	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Connecticut"	"09"	66	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Delaware"	"10"	12	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"District of Columbia"	"11"	21	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Florida"	"12"	415	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Georgia"	"13"	143	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Hawaii"	"15"	23	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Idaho"	"16"	23	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Illinois"	"17"	296	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Indiana"	"18"	157	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Iowa"	"19"	46	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Kansas"	"20"	58	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Kentucky"	"21"	102	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Louisiana"	"22"	168	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Maine"	"23"	34	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Maryland"	"24"	144	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Massachusetts"	"25"	133	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Michigan"	"26"	236	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Minnesota"	"27"	115	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Mississippi"	"28"	70	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Missouri"	"29"	151	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Montana"	"30"	17	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Nebraska"	"31"	57	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Nevada"	"32"	28	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"New Hampshire"	"33"	27	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"New Jersey"	"34"	238	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"New Mexico"	"35"	35	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"New York"	"36"	393	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"North Carolina"	"37"	192	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"North Dakota"	"38"	21	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Ohio"	"39"	340	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Oklahoma"	"40"	97	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Oregon"	"41"	67	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Pennsylvania"	"42"	362	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Rhode Island"	"44"	31	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"South Carolina"	"45"	107	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Tennessee"	"47"	144	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Texas"	"48"	470	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Utah"	"49"	45	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Vermont"	"50"	14	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Virginia"	"51"	157	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Washington"	"53"	116	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"West Virginia"	"54"	68	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	"Wisconsin"	"55"	137	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Alabama"	"01"	129	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Arizona"	"04"	105	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Arkansas"	"05"	68	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"California"	"06"	641	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Colorado"	"08"	52	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Connecticut"	"09"	82	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Delaware"	"10"	20	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"District of Columbia"	"11"	19	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Florida"	"12"	435	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Georgia"	"13"	144	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Hawaii"	"15"	11	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Idaho"	"16"	30	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Illinois"	"17"	284	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Indiana"	"18"	168	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Iowa"	"19"	58	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Kansas"	"20"	73	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Kentucky"	"21"	95	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Louisiana"	"22"	165	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Maine"	"23"	40	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Maryland"	"24"	128	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Massachusetts"	"25"	144	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Michigan"	"26"	241	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Minnesota"	"27"	119	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Mississippi"	"28"	70	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Missouri"	"29"	143	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Montana"	"30"	29	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Nebraska"	"31"	40	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Nevada"	"32"	31	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"New Hampshire"	"33"	35	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"New Jersey"	"34"	269	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"New Mexico"	"35"	57	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"New York"	"36"	345	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"North Carolina"	"37"	195	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"North Dakota"	"38"	18	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Ohio"	"39"	359	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Oklahoma"	"40"	98	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Oregon"	"41"	98	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Pennsylvania"	"42"	394	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Rhode Island"	"44"	32	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"South Carolina"	"45"	113	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"South Dakota"	"46"	16	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Tennessee"	"47"	162	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Texas"	"48"	554	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Utah"	"49"	45	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Virginia"	"51"	159	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Washington"	"53"	135	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"West Virginia"	"54"	79	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Wisconsin"	"55"	122	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Wyoming"	"56"	14	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Alabama"	"01"	105	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Arizona"	"04"	101	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Arkansas"	"05"	54	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"California"	"06"	524	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Colorado"	"08"	53	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Connecticut"	"09"	62	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Delaware"	"10"	26	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"District of Columbia"	"11"	15	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Florida"	"12"	410	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Georgia"	"13"	104	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Idaho"	"16"	23	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Illinois"	"17"	271	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Indiana"	"18"	112	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Iowa"	"19"	64	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Kansas"	"20"	52	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Kentucky"	"21"	86	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Louisiana"	"22"	152	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Maine"	"23"	40	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Maryland"	"24"	115	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Massachusetts"	"25"	115	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Michigan"	"26"	221	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Minnesota"	"27"	87	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Mississippi"	"28"	62	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Missouri"	"29"	131	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Montana"	"30"	25	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Nebraska"	"31"	27	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Nevada"	"32"	23	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"New Hampshire"	"33"	26	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"New Jersey"	"34"	227	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"New Mexico"	"35"	46	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"New York"	"36"	309	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"North Carolina"	"37"	196	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"North Dakota"	"38"	12	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Ohio"	"39"	331	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Oklahoma"	"40"	92	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Oregon"	"41"	72	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Pennsylvania"	"42"	311	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Rhode Island"	"44"	18	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"South Carolina"	"45"	92	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"South Dakota"	"46"	19	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Tennessee"	"47"	143	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Texas"	"48"	454	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Utah"	"49"	50	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Vermont"	"50"	11	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Virginia"	"51"	131	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Washington"	"53"	119	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"West Virginia"	"54"	62	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Wisconsin"	"55"	99	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	"Wyoming"	"56"	10	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Alabama"	"01"	126	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Arizona"	"04"	79	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Arkansas"	"05"	65	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"California"	"06"	611	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Colorado"	"08"	55	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Connecticut"	"09"	65	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Delaware"	"10"	26	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"District of Columbia"	"11"	13	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Florida"	"12"	425	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Georgia"	"13"	112	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Hawaii"	"15"	21	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Idaho"	"16"	27	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Illinois"	"17"	273	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Indiana"	"18"	144	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Iowa"	"19"	65	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Kansas"	"20"	73	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Kentucky"	"21"	91	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Louisiana"	"22"	193	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Maine"	"23"	41	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Maryland"	"24"	124	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Massachusetts"	"25"	131	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Michigan"	"26"	225	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Minnesota"	"27"	104	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Mississippi"	"28"	52	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Missouri"	"29"	124	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Montana"	"30"	25	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Nebraska"	"31"	34	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Nevada"	"32"	22	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"New Hampshire"	"33"	26	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"New Jersey"	"34"	234	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"New Mexico"	"35"	39	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"New York"	"36"	364	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"North Carolina"	"37"	172	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"North Dakota"	"38"	10	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Ohio"	"39"	340	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Oklahoma"	"40"	96	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Oregon"	"41"	92	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Pennsylvania"	"42"	378	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Rhode Island"	"44"	28	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"South Carolina"	"45"	98	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"South Dakota"	"46"	15	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Tennessee"	"47"	166	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Texas"	"48"	456	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Utah"	"49"	50	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Vermont"	"50"	17	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Virginia"	"51"	156	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Washington"	"53"	119	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"West Virginia"	"54"	87	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Wisconsin"	"55"	126	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	"Wyoming"	"56"	13	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Alabama"	"01"	93	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Arizona"	"04"	95	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Arkansas"	"05"	53	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"California"	"06"	580	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Colorado"	"08"	46	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Connecticut"	"09"	68	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Delaware"	"10"	11	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"District of Columbia"	"11"	20	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Florida"	"12"	386	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Georgia"	"13"	126	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Hawaii"	"15"	16	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Idaho"	"16"	22	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Illinois"	"17"	255	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Indiana"	"18"	151	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Iowa"	"19"	68	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Kansas"	"20"	67	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Kentucky"	"21"	90	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Louisiana"	"22"	136	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Maine"	"23"	23	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Maryland"	"24"	122	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Massachusetts"	"25"	121	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Michigan"	"26"	239	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Minnesota"	"27"	83	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Mississippi"	"28"	53	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Missouri"	"29"	120	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Montana"	"30"	13	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Nebraska"	"31"	33	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Nevada"	"32"	26	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"New Hampshire"	"33"	28	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"New Jersey"	"34"	219	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"New Mexico"	"35"	37	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"New York"	"36"	286	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"North Carolina"	"37"	187	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"North Dakota"	"38"	18	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Ohio"	"39"	300	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Oklahoma"	"40"	88	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Oregon"	"41"	104	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Pennsylvania"	"42"	309	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Rhode Island"	"44"	15	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"South Carolina"	"45"	100	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"South Dakota"	"46"	14	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Tennessee"	"47"	148	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Texas"	"48"	465	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Utah"	"49"	58	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Vermont"	"50"	14	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Virginia"	"51"	131	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Washington"	"53"	114	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"West Virginia"	"54"	78	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Wisconsin"	"55"	123	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	"Wyoming"	"56"	12	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Alabama"	"01"	125	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Arizona"	"04"	80	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Arkansas"	"05"	70	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"California"	"06"	497	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Colorado"	"08"	55	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Connecticut"	"09"	65	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Delaware"	"10"	18	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"District of Columbia"	"11"	14	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Florida"	"12"	386	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Georgia"	"13"	119	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Hawaii"	"15"	15	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Idaho"	"16"	28	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Illinois"	"17"	249	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Indiana"	"18"	127	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Iowa"	"19"	66	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Kansas"	"20"	54	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Kentucky"	"21"	102	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Louisiana"	"22"	141	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Maine"	"23"	36	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Maryland"	"24"	142	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Massachusetts"	"25"	132	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Michigan"	"26"	212	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Minnesota"	"27"	100	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Mississippi"	"28"	54	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Missouri"	"29"	138	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Montana"	"30"	13	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Nebraska"	"31"	45	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"Nevada"	"32"	17	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"New Hampshire"	"33"	17	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"New Jersey"	"34"	214	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"New Mexico"	"35"	46	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"New York"	"36"	302	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	"North Carolina"	"37"	176	Not Applicable	Not Applicable
